diagnosis_key,icd_code,icd_version,diagnosis_title
9-5263,5263,9,Central giant cell (reparative) granuloma
9-65161,65161,9,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition"
9-73079,73079,9,"Osteopathy resulting from poliomyelitis, multiple sites"
9-7711,7711,9,Congenital cytomegalovirus infection
9-78057,78057,9,Unspecified sleep apnea
9-78340,78340,9,"Lack of normal physiological development, unspecified"
9-83669,83669,9,"Other dislocation of knee, open"
9-90219,90219,9,"Injury to inferior vena cava, other"
9-90252,90252,9,Injury to hypogastric vein
9-99976,99976,9,Non-ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed
9-E9043,E9043,9,"Accident due to exposure (to weather conditions), not elsewhere classifiable"
9-E9399,E9399,9,Unspecified psychotropic agent causing adverse effects in therapeutic use
9-V6443,V6443,9,Arthroscopic surgical procedure converted to open procedure
9-01305,01305,9,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
9-0730,0730,9,Ornithosis with pneumonia
9-1238,1238,9,Other specified cestode infection
9-2168,2168,9,Benign neoplasm of other specified sites of skin
9-36300,36300,9,"Focal chorioretinitis, unspecified"
9-36845,36845,9,Generalized visual field contraction or constriction
9-45387,45387,9,Acute venous embolism and thrombosis of other thoracic veins
9-48231,48231,9,"Pneumonia due to Streptococcus, group A"
9-63772,63772,9,"Unspecified abortion, with other specified complications, complete"
9-71181,71181,9,"Arthropathy associated with other infectious and parasitic diseases, shoulder region"
9-78262,78262,9,Flushing
9-78820,78820,9,"Retention of urine, unspecified"
9-81251,81251,9,Open supracondylar fracture of humerus
9-81400,81400,9,"Closed fracture of carpal bone, unspecified"
9-E8340,E8340,9,"Other fall from one level to another in water transport injuring occupant of small boat, unpowered"
9-E9133,E9133,9,Accidental mechanical suffocation by falling earth or other substance
9-E973,E973,9,Injury due to legal intervention by blunt object
9-V402,V402,9,Other mental problems
9-V4382,V4382,9,Breast replacement
9-V551,V551,9,Attention to gastrostomy
9-V6101,V6101,9,Family disruption due to family member on military deployment
9-00324,00324,9,Salmonella osteomyelitis
9-01626,01626,9,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-0545,0545,9,Herpetic septicemia
9-05571,05571,9,Measles keratoconjunctivitis
9-07271,07271,9,Mumps hepatitis
9-1363,1363,9,Pneumocystosis
9-25030,25030,9,"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled"
9-32742,32742,9,REM sleep behavior disorder
9-33381,33381,9,Blepharospasm
9-33828,33828,9,Other chronic postoperative pain
9-37481,37481,9,Hemorrhage of eyelid
9-4267,4267,9,Anomalous atrioventricular excitation
9-53085,53085,9,Barrett's esophagus
9-5831,5831,9,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis"
9-64080,64080,9,"Other specified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable"
9-64721,64721,9,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
9-65140,65140,9,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable"
9-67380,67380,9,"Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable"
9-76416,76416,9,"\"\"\"Light-for-dates\"\" with signs of fetal malnutrition"
9-7731,7731,9,Hemolytic disease of fetus or newborn due to ABO isoimmunization
9-7740,7740,9,Perinatal jaundice from hereditary hemolytic anemias
9-80049,80049,9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
9-80394,80394,9,"Other open skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
9-87332,87332,9,"Open wound of nasal cavity, complicated"
9-9929,9929,9,Unspecified effects of heat and light
9-E0024,E0024,9,Activities involving underwater diving and snorkeling
9-E8548,E8548,9,Accidental poisoning by other psychotropic agents
9-05471,05471,9,Visceral herpes simplex
9-262,262,9,Other severe protein-calorie malnutrition
9-28801,28801,9,Congenital neutropenia
9-3501,3501,9,Trigeminal neuralgia
9-52544,52544,9,"Complete edentulism, class IV"
9-6203,6203,9,Acquired atrophy of ovary and fallopian tube
9-66450,66450,9,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable"
9-73391,73391,9,Arrest of bone development or growth
9-74404,74404,9,Anomalies of ear ossicles
9-8503,8503,9,Concussion with prolonged loss of consciousness and return to pre-existing conscious level
9-99655,99655,9,Mechanical complication due to artificial skin graft and decellularized allodermis
9-E8144,E8144,9,Motor vehicle traffic accident involving collision with pedestrian injuring occupant of streetcar
9-V550,V550,9,Attention to tracheostomy
9-V5902,V5902,9,"Blood donors, stem cells"
9-V9192,V9192,9,"Other specified multiple gestation, with two or more monoamniotic fetuses"
9-03840,03840,9,"Septicemia due to gram-negative organism, unspecified"
9-23773,23773,9,Schwannomatosis
9-2440,2440,9,Postsurgical hypothyroidism
9-29583,29583,9,"Other specified types of schizophrenia, subchronic with acute exacerbation"
9-3543,3543,9,Lesion of radial nerve
9-36601,36601,9,Anterior subcapsular polar cataract
9-51909,51909,9,Other tracheostomy complications
9-59659,59659,9,Other functional disorder of bladder
9-60000,60000,9,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
9-60781,60781,9,Balanitis xerotica obliterans
9-60821,60821,9,Extravaginal torsion of spermatic cord
9-66804,66804,9,"Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
9-7774,7774,9,Transitory ileus of newborn
9-85186,85186,9,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
9-94326,94326,9,"Blisters, epidermal loss [second degree] of scapular region"
9-E0162,E0162,9,Activities involving building and construction
9-E8018,E8018,9,Railway accident involving collision with other object and injuring other specified person
9-E9584,E9584,9,Suicide and self-inflicted injury by electrocution
9-E9909,E9909,9,Injury due to war operations from other and unspecified source
9-V8281,V8281,9,Special screening for osteoporosis
9-01716,01716,9,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-20126,20126,9,"Hodgkin's sarcoma, intrapelvic lymph nodes"
9-28950,28950,9,"Disease of spleen, unspecified"
9-36231,36231,9,Central retinal artery occlusion
9-37633,37633,9,Orbital edema or congestion
9-42293,42293,9,Toxic myocarditis
9-45379,45379,9,Chronic venous embolism and thrombosis of other specified veins
9-64780,64780,9,"Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable"
9-66821,66821,9,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
9-73093,73093,9,"Unspecified infection of bone, forearm"
9-75239,75239,9,Other anomalies of uterus
9-7961,7961,9,Abnormal reflex
9-80493,80493,9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
9-82300,82300,9,Closed fracture of upper end of tibia alone
9-85131,85131,9,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness"
9-86504,86504,9,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
9-87341,87341,9,"Open wound of cheek, without mention of complication"
9-E8507,E8507,9,Accidental poisoning by other non-narcotic analgesics
9-E9972,E9972,9,"Injury due to war operations by gases, fumes, and chemicals"
9-20621,20621,9,"Subacute monocytic leukemia, in remission"
9-36112,36112,9,Bullous retinoschisis
9-37211,37211,9,Simple chronic conjunctivitis
9-41405,41405,9,Coronary atherosclerosis of unspecified bypass graft
9-53020,53020,9,Ulcer of esophagus without bleeding
9-6218,6218,9,"Other specified disorders of uterus, not elsewhere classified"
9-7311,7311,9,Osteitis deformans in diseases classified elsewhere
9-75263,75263,9,Congenital chordee
9-80475,80475,9,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
9-94898,94898,9,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 80-89%"
9-9687,9687,9,Poisoning by spinal anesthetics
9-E8012,E8012,9,Railway accident involving collision with other object and injuring pedestrian
9-E9179,E9179,9,Other accident caused by striking against or being struck accidentally by objects or persons
9-E9507,E9507,9,Suicide and self-inflicted poisoning by corrosive and caustic substances
9-V4369,V4369,9,Other joint replacement
9-V5309,V5309,9,Fitting and adjustment of other devices related to nervous system and special senses
9-V755,V755,9,Screening examination for schistosomiasis
9-01486,01486,9,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
9-0661,0661,9,Tick-borne fever
9-0905,0905,9,"Other late congenital syphilis, symptomatic"
9-2242,2242,9,Benign neoplasm of lacrimal gland
9-2398,2398,9,"Neoplasm nos, site nec"
9-29615,29615,9,"Manic affective disorder, recurrent episode, in partial or unspecified remission"
9-29680,29680,9,"Bipolar disorder, unspecified"
9-30423,30423,9,"Cocaine dependence, in remission"
9-36616,36616,9,Senile nuclear sclerosis
9-38401,38401,9,Bullous myringitis
9-6978,6978,9,"Other lichen, not elsewhere classified"
9-71175,71175,9,"Arthropathy associated with helminthiasis, pelvic region and thigh"
9-72272,72272,9,"Intervertebral disc disorder with myelopathy, thoracic region"
9-73022,73022,9,"Unspecified osteomyelitis, upper arm"
9-78605,78605,9,Shortness of breath
9-78720,78720,9,"Dysphagia, unspecified"
9-81300,81300,9,"Closed fracture of upper end of forearm, unspecified"
9-83500,83500,9,"Closed dislocation of hip, unspecified site"
9-9772,9772,9,"Poisoning by antidotes and chelating agents, not elsewhere classified"
9-99662,99662,9,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
9-E8724,E8724,9,Failure of sterile precautions during endoscopic examination
9-01154,01154,9,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
9-1304,1304,9,Pneumonitis due to toxoplasmosis
9-2166,2166,9,"Benign neoplasm of skin of upper limb, including shoulder"
9-34409,34409,9,Other quadriplegia
9-3609,3609,9,Unspecified disorder of globe
9-41081,41081,9,"Acute myocardial infarction of other specified sites, initial episode of care"
9-4610,4610,9,Acute maxillary sinusitis
9-63591,63591,9,"Legally induced abortion, without mention of complication, incomplete"
9-64804,64804,9,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
9-65813,65813,9,"Premature rupture of membranes, antepartum condition or complication"
9-66051,66051,9,"Locked twins, delivered, with or without mention of antepartum condition"
9-71883,71883,9,"Other joint derangement, not elsewhere classified, forearm"
9-7765,7765,9,Congenital anemia
9-78009,78009,9,Other alteration of consciousness
9-78559,78559,9,Other shock without mention of trauma
9-81519,81519,9,Open fracture of multiple sites of metacarpus
9-E8888,E8888,9,Other fall
9-V4611,V4611,9,"Dependence on respirator, status"
9-01365,01365,9,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
9-24920,24920,9,"Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified"
9-37252,37252,9,Pseudopterygium
9-37453,37453,9,Hypopigmentation of eyelid
9-5300,5300,9,Achalasia and cardiospasm
9-5564,5564,9,Pseudopolyposis of colon
9-6111,6111,9,Hypertrophy of breast
9-61181,61181,9,Ptosis of breast
9-66073,66073,9,"Failed forceps or vacuum extractor, unspecified, antepartum condition or complication"
9-73322,73322,9,Aneurysmal bone cyst
9-76528,76528,9,35-36 completed weeks of gestation
9-7729,7729,9,Unspecified hemorrhage of newborn
9-78003,78003,9,Persistent vegetative state
9-80472,80472,9,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
9-83209,83209,9,"Closed dislocation of elbow, other"
9-86340,86340,9,"Injury to colon, unspecified site, without mention of open wound into cavity"
9-E8193,E8193,9,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
9-01285,01285,9,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
